Arrival_Date,Room_Category,Fare_Class,Actual_Showups,Total_Unconstrained_Demand,Simulated_Cancellations
2023-04-08,Other,Y1_High,2,3,1
2023-04-08,Other,Y2_Medium,1,1,0
2023-04-08,Other,Y3_Low,1,1,0
2023-04-08,Standard,Y2_Medium,16,21,5
2023-04-08,Standard,Y3_Low,11,12,1
2023-04-08,Superior,Y2_Medium,5,5,0
2023-04-08,Superior,Y3_Low,1,1,0
2023-04-09,Family,Y2_Medium,1,1,0
2023-04-09,Family,Y3_Low,2,2,0
2023-04-09,Other,Y1_High,4,7,3
2023-04-09,Other,Y2_Medium,3,4,1
2023-04-09,Other,Y3_Low,1,1,0
2023-04-09,Standard,Y1_High,4,5,1
2023-04-09,Standard,Y2_Medium,27,38,11
2023-04-09,Standard,Y3_Low,8,9,1
2023-04-09,Superior,Y2_Medium,1,2,1
2023-04-10,Deluxe,Y3_Low,1,2,1
2023-04-10,Family,Y1_High,1,1,0
2023-04-10,Family,Y2_Medium,2,2,0
2023-04-10,Family,Y3_Low,2,3,1
2023-04-10,Other,Y1_High,1,1,0
2023-04-10,Other,Y2_Medium,1,4,3
2023-04-10,Standard,Y1_High,4,6,2
2023-04-10,Standard,Y2_Medium,25,25,0
2023-04-10,Standard,Y3_Low,4,6,2
2023-04-10,Superior,Y2_Medium,2,4,2
2023-04-10,Superior,Y3_Low,3,3,0
2023-04-11,Family,Y1_High,1,3,2
2023-04-11,Family,Y2_Medium,1,1,0
2023-04-11,Family,Y3_Low,6,9,3
2023-04-11,Other,Y1_High,2,4,2
2023-04-11,Standard,Y1_High,4,4,0
2023-04-11,Standard,Y2_Medium,16,16,0
2023-04-11,Standard,Y3_Low,8,12,4
2023-04-11,Superior,Y2_Medium,1,1,0
2023-04-11,Superior,Y3_Low,2,2,0
2023-04-12,Family,Y1_High,2,5,3
2023-04-12,Other,Y1_High,1,3,2
2023-04-12,Other,Y2_Medium,1,1,0
2023-04-12,Standard,Y1_High,2,4,2
2023-04-12,Standard,Y2_Medium,21,21,0
2023-04-12,Standard,Y3_Low,9,10,1
2023-04-13,Family,Y1_High,1,2,1
2023-04-13,Family,Y2_Medium,2,2,0
2023-04-13,Family,Y3_Low,4,4,0
2023-04-13,Other,Y1_High,1,1,0
2023-04-13,Standard,Y1_High,2,3,1
2023-04-13,Standard,Y2_Medium,11,12,1
2023-04-13,Standard,Y3_Low,9,9,0
2023-04-13,Superior,Y2_Medium,1,1,0
2023-04-13,Superior,Y3_Low,2,4,2
2023-04-14,Family,Y1_High,4,4,0
2023-04-14,Family,Y3_Low,4,7,3
2023-04-14,Other,Y1_High,1,1,0
2023-04-14,Other,Y2_Medium,2,4,2
2023-04-14,Standard,Y1_High,5,6,1
2023-04-14,Standard,Y2_Medium,27,33,6
2023-04-14,Standard,Y3_Low,13,14,1
2023-04-14,Superior,Y2_Medium,1,1,0
2023-04-14,Superior,Y3_Low,1,1,0
2023-04-15,Deluxe,Y3_Low,4,4,0
2023-04-15,Family,Y1_High,1,1,0
2023-04-15,Family,Y2_Medium,2,2,0
2023-04-15,Family,Y3_Low,2,2,0
2023-04-15,Other,Y1_High,1,4,3
2023-04-15,Other,Y2_Medium,1,1,0
2023-04-15,Other,Y3_Low,2,4,2
2023-04-15,Standard,Y1_High,15,20,5
2023-04-15,Standard,Y2_Medium,27,27,0
2023-04-15,Standard,Y3_Low,13,15,2
2023-04-15,Superior,Y3_Low,2,5,3
2023-04-16,Family,Y1_High,2,7,5
2023-04-16,Family,Y2_Medium,1,2,1
2023-04-16,Family,Y3_Low,9,15,6
2023-04-16,Other,Y1_High,6,6,0
2023-04-16,Other,Y3_Low,1,1,0
2023-04-16,Standard,Y1_High,6,6,0
2023-04-16,Standard,Y2_Medium,21,27,6
2023-04-16,Standard,Y3_Low,42,42,0
2023-04-16,Superior,Y3_Low,4,5,1
2023-04-17,Family,Y1_High,1,2,1
2023-04-17,Family,Y2_Medium,1,1,0
2023-04-17,Other,Y1_High,1,1,0
2023-04-17,Other,Y2_Medium,2,3,1
2023-04-17,Other,Y3_Low,1,1,0
2023-04-17,Standard,Y1_High,4,8,4
2023-04-17,Standard,Y2_Medium,17,27,10
2023-04-17,Standard,Y3_Low,51,56,5
2023-04-17,Superior,Y3_Low,1,1,0
2023-04-18,Family,Y1_High,2,2,0
2023-04-18,Family,Y2_Medium,1,1,0
2023-04-18,Other,Y1_High,1,1,0
2023-04-18,Other,Y2_Medium,2,2,0
2023-04-18,Standard,Y1_High,5,10,5
2023-04-18,Standard,Y2_Medium,22,28,6
2023-04-18,Standard,Y3_Low,30,42,12
2023-04-18,Superior,Y3_Low,1,1,0
2023-04-19,Family,Y3_Low,4,4,0
2023-04-19,Other,Y1_High,3,3,0
2023-04-19,Standard,Y1_High,4,7,3
2023-04-19,Standard,Y2_Medium,17,24,7
2023-04-19,Standard,Y3_Low,18,19,1
2023-04-19,Superior,Y3_Low,2,2,0
2023-04-20,Family,Y1_High,1,1,0
2023-04-20,Family,Y3_Low,5,5,0
2023-04-20,Other,Y1_High,1,1,0
2023-04-20,Other,Y2_Medium,2,2,0
2023-04-20,Other,Y3_Low,1,1,0
2023-04-20,Standard,Y1_High,1,1,0
2023-04-20,Standard,Y2_Medium,16,28,12
2023-04-20,Standard,Y3_Low,26,28,2
2023-04-20,Superior,Y3_Low,1,1,0
2023-04-21,Family,Y1_High,1,3,2
2023-04-21,Family,Y2_Medium,4,5,1
2023-04-21,Family,Y3_Low,4,4,0
2023-04-21,Other,Y1_High,7,11,4
2023-04-21,Other,Y2_Medium,2,2,0
2023-04-21,Other,Y3_Low,1,1,0
2023-04-21,Standard,Y1_High,12,19,7
2023-04-21,Standard,Y2_Medium,17,21,4
2023-04-21,Standard,Y3_Low,54,61,7
2023-04-21,Suite,Y3_Low,1,1,0
2023-04-21,Superior,Y1_High,3,3,0
2023-04-21,Superior,Y3_Low,1,1,0
2023-04-22,Deluxe,Y2_Medium,1,1,0
2023-04-22,Other,Y1_High,1,2,1
2023-04-22,Other,Y3_Low,4,5,1
2023-04-22,Standard,Y1_High,22,31,9
2023-04-22,Standard,Y2_Medium,35,36,1
2023-04-22,Standard,Y3_Low,33,39,6
2023-04-22,Superior,Y1_High,2,2,0
2023-04-22,Superior,Y2_Medium,1,4,3
2023-04-22,Superior,Y3_Low,1,1,0
2023-04-23,Deluxe,Y2_Medium,1,1,0
2023-04-23,Family,Y1_High,1,1,0
2023-04-23,Other,Y1_High,4,4,0
2023-04-23,Other,Y3_Low,6,6,0
2023-04-23,Standard,Y1_High,8,8,0
2023-04-23,Standard,Y2_Medium,24,25,1
2023-04-23,Standard,Y3_Low,25,33,8
2023-04-23,Superior,Y1_High,2,5,3
2023-04-23,Superior,Y2_Medium,2,2,0
2023-04-24,Family,Y1_High,3,4,1
2023-04-24,Family,Y3_Low,6,6,0
2023-04-24,Other,Y1_High,5,5,0
2023-04-24,Other,Y2_Medium,2,3,1
2023-04-24,Other,Y3_Low,1,1,0
2023-04-24,Standard,Y1_High,9,9,0
2023-04-24,Standard,Y2_Medium,22,27,5
2023-04-24,Standard,Y3_Low,21,29,8
2023-04-24,Superior,Y2_Medium,1,2,1
2023-04-24,Superior,Y3_Low,1,2,1
2023-04-25,Family,Y1_High,1,2,1
2023-04-25,Other,Y1_High,4,5,1
2023-04-25,Other,Y2_Medium,1,1,0
2023-04-25,Other,Y3_Low,2,2,0
2023-04-25,Standard,Y1_High,7,7,0
2023-04-25,Standard,Y2_Medium,22,33,11
2023-04-25,Standard,Y3_Low,35,42,7
2023-04-26,Family,Y2_Medium,1,1,0
2023-04-26,Family,Y3_Low,2,3,1
2023-04-26,Other,Y3_Low,7,7,0
2023-04-26,Standard,Y1_High,9,12,3
2023-04-26,Standard,Y2_Medium,19,20,1
2023-04-26,Standard,Y3_Low,39,52,13
2023-04-26,Suite,Y3_Low,1,2,1
2023-04-26,Superior,Y1_High,1,1,0
2023-04-26,Superior,Y3_Low,2,2,0
2023-04-27,Family,Y2_Medium,2,2,0
2023-04-27,Other,Y1_High,4,5,1
2023-04-27,Other,Y3_Low,4,4,0
2023-04-27,Standard,Y1_High,11,15,4
2023-04-27,Standard,Y2_Medium,23,30,7
2023-04-27,Standard,Y3_Low,9,14,5
2023-04-27,Superior,Y2_Medium,2,2,0
2023-04-27,Superior,Y3_Low,1,2,1
2023-04-28,Family,Y1_High,4,9,5
2023-04-28,Family,Y2_Medium,2,3,1
2023-04-28,Family,Y3_Low,3,3,0
2023-04-28,Other,Y1_High,5,5,0
2023-04-28,Other,Y3_Low,4,4,0
2023-04-28,Standard,Y1_High,9,10,1
2023-04-28,Standard,Y2_Medium,19,19,0
2023-04-28,Standard,Y3_Low,28,39,11
2023-04-28,Superior,Y1_High,2,4,2
2023-04-28,Superior,Y2_Medium,2,2,0
2023-04-29,Family,Y2_Medium,2,9,7
2023-04-29,Family,Y3_Low,7,7,0
2023-04-29,Other,Y1_High,3,3,0
2023-04-29,Standard,Y1_High,10,16,6
2023-04-29,Standard,Y2_Medium,23,36,13
2023-04-29,Standard,Y3_Low,28,29,1
2023-04-29,Superior,Y1_High,2,2,0
2023-04-29,Superior,Y3_Low,4,4,0
2023-04-30,Family,Y3_Low,4,4,0
2023-04-30,Other,Y1_High,2,2,0
2023-04-30,Other,Y2_Medium,2,2,0
2023-04-30,Standard,Y1_High,7,10,3
2023-04-30,Standard,Y2_Medium,12,19,7
2023-04-30,Standard,Y3_Low,16,16,0
2023-04-30,Superior,Y1_High,1,1,0
2023-04-30,Superior,Y3_Low,1,1,0
2023-05-01,Family,Y2_Medium,2,2,0
2023-05-01,Other,Y1_High,3,5,2
2023-05-01,Other,Y3_Low,1,2,1
2023-05-01,Standard,Y1_High,9,9,0
2023-05-01,Standard,Y2_Medium,36,39,3
2023-05-01,Standard,Y3_Low,28,34,6
2023-05-01,Superior,Y1_High,1,1,0
2023-05-02,Family,Y1_High,2,3,1
2023-05-02,Family,Y2_Medium,2,4,2
2023-05-02,Family,Y3_Low,2,3,1
2023-05-02,Other,Y1_High,1,1,0
2023-05-02,Other,Y2_Medium,1,1,0
2023-05-02,Other,Y3_Low,1,2,1
2023-05-02,Standard,Y1_High,7,13,6
2023-05-02,Standard,Y2_Medium,13,15,2
2023-05-02,Standard,Y3_Low,11,12,1
2023-05-02,Superior,Y1_High,1,1,0
2023-05-02,Superior,Y2_Medium,1,1,0
2023-05-02,Superior,Y3_Low,1,2,1
2023-05-03,Family,Y1_High,5,5,0
2023-05-03,Other,Y2_Medium,2,3,1
2023-05-03,Other,Y3_Low,2,2,0
2023-05-03,Standard,Y1_High,12,15,3
2023-05-03,Standard,Y2_Medium,19,26,7
2023-05-03,Standard,Y3_Low,7,10,3
2023-05-03,Superior,Y3_Low,1,1,0
2023-05-04,Other,Y1_High,1,2,1
2023-05-04,Other,Y2_Medium,3,6,3
2023-05-04,Other,Y3_Low,2,3,1
2023-05-04,Standard,Y1_High,5,6,1
2023-05-04,Standard,Y2_Medium,9,9,0
2023-05-04,Standard,Y3_Low,27,36,9
2023-05-04,Superior,Y3_Low,2,2,0
2023-05-05,Family,Y2_Medium,2,3,1
2023-05-05,Other,Y2_Medium,1,1,0
2023-05-05,Other,Y3_Low,3,3,0
2023-05-05,Standard,Y1_High,8,8,0
2023-05-05,Standard,Y2_Medium,14,19,5
2023-05-05,Standard,Y3_Low,38,40,2
2023-05-05,Superior,Y2_Medium,1,1,0
2023-05-06,Family,Y3_Low,2,2,0
2023-05-06,Other,Y1_High,2,3,1
2023-05-06,Other,Y2_Medium,2,4,2
2023-05-06,Other,Y3_Low,6,7,1
2023-05-06,Standard,Y1_High,11,14,3
2023-05-06,Standard,Y2_Medium,10,10,0
2023-05-06,Standard,Y3_Low,11,18,7
2023-05-06,Superior,Y2_Medium,3,3,0
2023-05-07,Family,Y3_Low,2,4,2
2023-05-07,Other,Y1_High,2,3,1
2023-05-07,Other,Y2_Medium,1,2,1
2023-05-07,Standard,Y1_High,6,6,0
2023-05-07,Standard,Y2_Medium,10,13,3
2023-05-07,Standard,Y3_Low,12,12,0
2023-05-07,Superior,Y2_Medium,1,4,3
2023-05-08,Family,Y1_High,1,2,1
2023-05-08,Other,Y1_High,2,2,0
2023-05-08,Other,Y2_Medium,1,1,0
2023-05-08,Other,Y3_Low,1,1,0
2023-05-08,Standard,Y1_High,15,17,2
2023-05-08,Standard,Y2_Medium,27,31,4
2023-05-08,Standard,Y3_Low,19,19,0
2023-05-08,Superior,Y3_Low,2,3,1
2023-05-09,Family,Y1_High,3,5,2
2023-05-09,Other,Y1_High,2,2,0
2023-05-09,Other,Y2_Medium,1,2,1
2023-05-09,Other,Y3_Low,1,1,0
2023-05-09,Standard,Y1_High,3,3,0
2023-05-09,Standard,Y2_Medium,15,20,5
2023-05-09,Standard,Y3_Low,16,23,7
2023-05-10,Family,Y1_High,2,3,1
2023-05-10,Family,Y3_Low,2,5,3
2023-05-10,Other,Y1_High,1,1,0
2023-05-10,Other,Y2_Medium,2,2,0
2023-05-10,Other,Y3_Low,1,1,0
2023-05-10,Standard,Y1_High,14,19,5
2023-05-10,Standard,Y2_Medium,6,9,3
2023-05-10,Standard,Y3_Low,18,25,7
2023-05-11,Other,Y1_High,2,2,0
2023-05-11,Other,Y2_Medium,3,3,0
2023-05-11,Other,Y3_Low,4,7,3
2023-05-11,Standard,Y1_High,1,1,0
2023-05-11,Standard,Y2_Medium,6,10,4
2023-05-11,Standard,Y3_Low,17,21,4
2023-05-12,Family,Y3_Low,2,2,0
2023-05-12,Other,Y1_High,1,1,0
2023-05-12,Other,Y2_Medium,2,2,0
2023-05-12,Standard,Y1_High,8,8,0
2023-05-12,Standard,Y2_Medium,25,34,9
2023-05-12,Standard,Y3_Low,23,23,0
2023-05-12,Superior,Y2_Medium,3,6,3
2023-05-12,Superior,Y3_Low,1,1,0
2023-05-13,Family,Y1_High,1,2,1
2023-05-13,Family,Y2_Medium,4,6,2
2023-05-13,Family,Y3_Low,2,2,0
2023-05-13,Other,Y1_High,2,3,1
2023-05-13,Other,Y2_Medium,4,5,1
2023-05-13,Other,Y3_Low,1,2,1
2023-05-13,Standard,Y1_High,27,34,7
2023-05-13,Standard,Y2_Medium,43,53,10
2023-05-13,Standard,Y3_Low,19,28,9
2023-05-14,Family,Y1_High,1,1,0
2023-05-14,Other,Y1_High,2,2,0
2023-05-14,Other,Y3_Low,2,2,0
2023-05-14,Standard,Y1_High,12,20,8
2023-05-14,Standard,Y2_Medium,13,13,0
2023-05-14,Standard,Y3_Low,14,17,3
2023-05-15,Family,Y1_High,1,1,0
2023-05-15,Family,Y2_Medium,6,10,4
2023-05-15,Other,Y1_High,1,2,1
2023-05-15,Other,Y2_Medium,2,2,0
2023-05-15,Other,Y3_Low,2,2,0
2023-05-15,Standard,Y1_High,4,4,0
2023-05-15,Standard,Y2_Medium,17,17,0
2023-05-15,Standard,Y3_Low,23,29,6
2023-05-15,Superior,Y3_Low,1,1,0
2023-05-16,Other,Y1_High,3,3,0
2023-05-16,Standard,Y1_High,13,13,0
2023-05-16,Standard,Y2_Medium,33,44,11
2023-05-16,Standard,Y3_Low,40,40,0
2023-05-16,Superior,Y2_Medium,2,4,2
2023-05-17,Other,Y3_Low,2,2,0
2023-05-17,Standard,Y1_High,9,15,6
2023-05-17,Standard,Y2_Medium,16,19,3
2023-05-17,Standard,Y3_Low,38,38,0
2023-05-18,Family,Y1_High,1,3,2
2023-05-18,Family,Y3_Low,4,4,0
2023-05-18,Other,Y1_High,1,3,2
2023-05-18,Other,Y2_Medium,5,5,0
2023-05-18,Other,Y3_Low,4,4,0
2023-05-18,Standard,Y1_High,5,6,1
2023-05-18,Standard,Y2_Medium,13,13,0
2023-05-18,Standard,Y3_Low,20,24,4
2023-05-18,Superior,Y3_Low,1,2,1
2023-05-19,Family,Y1_High,1,1,0
2023-05-19,Other,Y1_High,3,3,0
2023-05-19,Other,Y2_Medium,3,3,0
2023-05-19,Other,Y3_Low,8,8,0
2023-05-19,Standard,Y1_High,3,4,1
2023-05-19,Standard,Y2_Medium,26,26,0
2023-05-19,Standard,Y3_Low,53,63,10
2023-05-19,Superior,Y1_High,1,2,1
2023-05-19,Superior,Y3_Low,3,5,2
2023-05-20,Family,Y1_High,1,1,0
2023-05-20,Family,Y3_Low,2,3,1
2023-05-20,Other,Y1_High,1,2,1
2023-05-20,Other,Y2_Medium,1,2,1
2023-05-20,Other,Y3_Low,4,4,0
2023-05-20,Standard,Y1_High,4,4,0
2023-05-20,Standard,Y2_Medium,27,27,0
2023-05-20,Standard,Y3_Low,38,48,10
2023-05-20,Superior,Y3_Low,3,3,0
2023-05-21,Family,Y2_Medium,6,6,0
2023-05-21,Other,Y2_Medium,2,2,0
2023-05-21,Other,Y3_Low,4,4,0
2023-05-21,Standard,Y1_High,6,10,4
2023-05-21,Standard,Y2_Medium,14,20,6
2023-05-21,Standard,Y3_Low,37,41,4
2023-05-22,Family,Y2_Medium,1,1,0
2023-05-22,Family,Y3_Low,4,4,0
2023-05-22,Other,Y1_High,3,3,0
2023-05-22,Other,Y3_Low,6,6,0
2023-05-22,Standard,Y1_High,2,5,3
2023-05-22,Standard,Y2_Medium,18,18,0
2023-05-22,Standard,Y3_Low,34,54,20
2023-05-22,Superior,Y3_Low,2,3,1
2023-05-23,Deluxe,Y3_Low,2,2,0
2023-05-23,Family,Y3_Low,2,2,0
2023-05-23,Other,Y1_High,1,1,0
2023-05-23,Other,Y2_Medium,1,1,0
2023-05-23,Other,Y3_Low,4,5,1
2023-05-23,Standard,Y1_High,2,5,3
2023-05-23,Standard,Y2_Medium,21,21,0
2023-05-23,Standard,Y3_Low,52,74,22
2023-05-24,Other,Y1_High,3,3,0
2023-05-24,Other,Y2_Medium,1,1,0
2023-05-24,Other,Y3_Low,17,22,5
2023-05-24,Standard,Y1_High,5,7,2
2023-05-24,Standard,Y2_Medium,6,6,0
2023-05-24,Standard,Y3_Low,22,26,4
2023-05-25,Family,Y2_Medium,2,3,1
2023-05-25,Family,Y3_Low,2,5,3
2023-05-25,Other,Y1_High,4,4,0
2023-05-25,Other,Y2_Medium,1,1,0
2023-05-25,Other,Y3_Low,4,4,0
2023-05-25,Standard,Y1_High,2,2,0
2023-05-25,Standard,Y2_Medium,9,11,2
2023-05-25,Standard,Y3_Low,43,45,2
2023-05-26,Family,Y1_High,3,6,3
2023-05-26,Family,Y2_Medium,3,3,0
2023-05-26,Family,Y3_Low,4,4,0
2023-05-26,Other,Y1_High,1,1,0
2023-05-26,Other,Y2_Medium,1,1,0
2023-05-26,Other,Y3_Low,10,10,0
2023-05-26,Standard,Y1_High,7,11,4
2023-05-26,Standard,Y2_Medium,28,39,11
2023-05-26,Standard,Y3_Low,68,83,15
2023-05-26,Superior,Y2_Medium,1,2,1
2023-05-26,Superior,Y3_Low,3,4,1
2023-05-27,Family,Y2_Medium,2,3,1
2023-05-27,Family,Y3_Low,8,8,0
2023-05-27,Other,Y1_High,1,1,0
2023-05-27,Other,Y3_Low,6,7,1
2023-05-27,Standard,Y1_High,12,18,6
2023-05-27,Standard,Y2_Medium,13,13,0
2023-05-27,Standard,Y3_Low,49,54,5
2023-05-27,Superior,Y1_High,1,1,0
2023-05-27,Superior,Y2_Medium,2,2,0
2023-05-28,Family,Y1_High,2,5,3
2023-05-28,Family,Y2_Medium,5,5,0
2023-05-28,Family,Y3_Low,7,7,0
2023-05-28,Other,Y1_High,1,1,0
2023-05-28,Other,Y2_Medium,1,2,1
2023-05-28,Other,Y3_Low,2,2,0
2023-05-28,Standard,Y1_High,2,2,0
2023-05-28,Standard,Y2_Medium,19,21,2
2023-05-28,Standard,Y3_Low,56,72,16
2023-05-28,Superior,Y3_Low,2,3,1
2023-05-29,Family,Y1_High,4,5,1
2023-05-29,Family,Y2_Medium,2,3,1
2023-05-29,Family,Y3_Low,2,2,0
2023-05-29,Other,Y1_High,1,1,0
2023-05-29,Other,Y2_Medium,5,5,0
2023-05-29,Other,Y3_Low,3,4,1
2023-05-29,Standard,Y1_High,13,15,2
2023-05-29,Standard,Y2_Medium,12,13,1
2023-05-29,Standard,Y3_Low,62,82,20
2023-05-29,Superior,Y2_Medium,1,1,0
2023-05-30,Family,Y1_High,7,7,0
2023-05-30,Family,Y3_Low,8,10,2
2023-05-30,Other,Y3_Low,6,6,0
2023-05-30,Standard,Y1_High,10,10,0
2023-05-30,Standard,Y2_Medium,9,9,0
2023-05-30,Standard,Y3_Low,41,44,3
2023-05-30,Superior,Y2_Medium,2,2,0
2023-05-31,Family,Y1_High,1,1,0
2023-05-31,Family,Y2_Medium,8,10,2
2023-05-31,Family,Y3_Low,6,8,2
2023-05-31,Other,Y1_High,1,2,1
2023-05-31,Other,Y2_Medium,2,3,1
2023-05-31,Standard,Y1_High,2,2,0
2023-05-31,Standard,Y2_Medium,10,10,0
2023-05-31,Standard,Y3_Low,32,53,21
2023-05-31,Superior,Y1_High,1,2,1
2023-06-01,Family,Y3_Low,3,5,2
2023-06-01,Other,Y1_High,2,2,0
2023-06-01,Other,Y2_Medium,4,6,2
2023-06-01,Other,Y3_Low,2,2,0
2023-06-01,Standard,Y1_High,13,15,2
2023-06-01,Standard,Y2_Medium,7,7,0
2023-06-01,Standard,Y3_Low,53,65,12
2023-06-01,Superior,Y3_Low,4,9,5
2023-06-02,Family,Y2_Medium,2,2,0
2023-06-02,Family,Y3_Low,4,6,2
2023-06-02,Other,Y1_High,2,4,2
2023-06-02,Other,Y3_Low,5,6,1
2023-06-02,Standard,Y1_High,7,7,0
2023-06-02,Standard,Y2_Medium,11,16,5
2023-06-02,Standard,Y3_Low,38,41,3
2023-06-02,Superior,Y1_High,1,1,0
2023-06-02,Superior,Y3_Low,4,5,1
2023-06-03,Family,Y1_High,2,4,2
2023-06-03,Family,Y3_Low,6,6,0
2023-06-03,Other,Y1_High,3,3,0
2023-06-03,Other,Y2_Medium,1,1,0
2023-06-03,Standard,Y1_High,8,11,3
2023-06-03,Standard,Y2_Medium,12,12,0
2023-06-03,Standard,Y3_Low,25,25,0
2023-06-03,Superior,Y1_High,1,1,0
2023-06-04,Family,Y1_High,1,2,1
2023-06-04,Other,Y2_Medium,1,1,0
2023-06-04,Other,Y3_Low,1,1,0
2023-06-04,Standard,Y1_High,12,20,8
2023-06-04,Standard,Y2_Medium,13,13,0
2023-06-04,Standard,Y3_Low,46,52,6
2023-06-04,Superior,Y3_Low,1,2,1
2023-06-05,Family,Y1_High,3,3,0
2023-06-05,Family,Y2_Medium,2,2,0
2023-06-05,Family,Y3_Low,2,4,2
2023-06-05,Other,Y1_High,2,3,1
2023-06-05,Other,Y2_Medium,4,11,7
2023-06-05,Standard,Y1_High,12,12,0
2023-06-05,Standard,Y2_Medium,16,16,0
2023-06-05,Standard,Y3_Low,42,45,3
2023-06-05,Superior,Y3_Low,2,2,0
2023-06-06,Family,Y1_High,4,4,0
2023-06-06,Family,Y2_Medium,2,6,4
2023-06-06,Family,Y3_Low,2,2,0
2023-06-06,Other,Y1_High,2,6,4
2023-06-06,Other,Y2_Medium,2,2,0
2023-06-06,Standard,Y1_High,13,19,6
2023-06-06,Standard,Y2_Medium,24,33,9
2023-06-06,Standard,Y3_Low,43,48,5
2023-06-07,Family,Y2_Medium,1,3,2
2023-06-07,Family,Y3_Low,2,2,0
2023-06-07,Other,Y1_High,2,7,5
2023-06-07,Other,Y3_Low,1,1,0
2023-06-07,Standard,Y1_High,15,17,2
2023-06-07,Standard,Y2_Medium,11,11,0
2023-06-07,Standard,Y3_Low,24,26,2
2023-06-07,Superior,Y2_Medium,2,2,0
2023-06-08,Other,Y1_High,3,3,0
2023-06-08,Other,Y3_Low,1,2,1
2023-06-08,Standard,Y1_High,14,14,0
2023-06-08,Standard,Y2_Medium,10,11,1
2023-06-08,Standard,Y3_Low,38,41,3
2023-06-09,Family,Y3_Low,4,7,3
2023-06-09,Other,Y2_Medium,1,1,0
2023-06-09,Other,Y3_Low,1,1,0
2023-06-09,Standard,Y1_High,5,6,1
2023-06-09,Standard,Y2_Medium,9,9,0
2023-06-09,Standard,Y3_Low,49,49,0
2023-06-09,Superior,Y1_High,1,1,0
2023-06-10,Family,Y1_High,1,1,0
2023-06-10,Family,Y2_Medium,4,5,1
2023-06-10,Family,Y3_Low,4,4,0
2023-06-10,Other,Y1_High,2,2,0
2023-06-10,Standard,Y1_High,10,10,0
2023-06-10,Standard,Y2_Medium,12,22,10
2023-06-10,Standard,Y3_Low,39,50,11
2023-06-11,Family,Y3_Low,2,2,0
2023-06-11,Other,Y1_High,2,2,0
2023-06-11,Other,Y2_Medium,3,3,0
2023-06-11,Other,Y3_Low,6,6,0
2023-06-11,Standard,Y1_High,1,1,0
2023-06-11,Standard,Y2_Medium,23,24,1
2023-06-11,Standard,Y3_Low,19,21,2
2023-06-12,Deluxe,Y3_Low,1,2,1
2023-06-12,Family,Y1_High,1,1,0
2023-06-12,Family,Y3_Low,2,4,2
2023-06-12,Other,Y1_High,1,1,0
2023-06-12,Other,Y2_Medium,2,2,0
2023-06-12,Other,Y3_Low,1,1,0
2023-06-12,Standard,Y1_High,2,2,0
2023-06-12,Standard,Y2_Medium,10,12,2
2023-06-12,Standard,Y3_Low,52,55,3
2023-06-12,Superior,Y3_Low,5,9,4
2023-06-13,Family,Y1_High,3,3,0
2023-06-13,Family,Y3_Low,2,5,3
2023-06-13,Other,Y1_High,2,3,1
2023-06-13,Other,Y3_Low,2,2,0
2023-06-13,Standard,Y1_High,6,7,1
2023-06-13,Standard,Y2_Medium,14,23,9
2023-06-13,Standard,Y3_Low,18,18,0
2023-06-13,Superior,Y2_Medium,1,1,0
2023-06-13,Superior,Y3_Low,3,3,0
2023-06-14,Family,Y3_Low,2,2,0
2023-06-14,Other,Y1_High,3,6,3
2023-06-14,Other,Y2_Medium,1,1,0
2023-06-14,Standard,Y1_High,2,2,0
2023-06-14,Standard,Y2_Medium,7,9,2
2023-06-14,Standard,Y3_Low,34,35,1
2023-06-14,Superior,Y2_Medium,1,1,0
2023-06-15,Family,Y3_Low,5,7,2
2023-06-15,Other,Y1_High,1,3,2
2023-06-15,Other,Y2_Medium,9,9,0
2023-06-15,Other,Y3_Low,11,14,3
2023-06-15,Standard,Y1_High,5,6,1
2023-06-15,Standard,Y2_Medium,23,29,6
2023-06-15,Standard,Y3_Low,66,79,13
2023-06-15,Suite,Y3_Low,1,2,1
2023-06-16,Other,Y2_Medium,2,2,0
2023-06-16,Other,Y3_Low,3,3,0
2023-06-16,Standard,Y1_High,4,5,1
2023-06-16,Standard,Y2_Medium,15,18,3
2023-06-16,Standard,Y3_Low,78,93,15
2023-06-16,Superior,Y1_High,1,2,1
2023-06-17,Family,Y1_High,1,3,2
2023-06-17,Family,Y2_Medium,3,3,0
2023-06-17,Family,Y3_Low,2,2,0
2023-06-17,Other,Y1_High,1,2,1
2023-06-17,Other,Y2_Medium,2,3,1
2023-06-17,Other,Y3_Low,3,3,0
2023-06-17,Standard,Y1_High,12,12,0
2023-06-17,Standard,Y2_Medium,15,28,13
2023-06-17,Standard,Y3_Low,22,23,1
2023-06-17,Superior,Y1_High,1,2,1
2023-06-17,Superior,Y3_Low,3,5,2
2023-06-18,Family,Y2_Medium,1,1,0
2023-06-18,Family,Y3_Low,2,3,1
2023-06-18,Other,Y1_High,1,1,0
2023-06-18,Other,Y2_Medium,1,1,0
2023-06-18,Standard,Y1_High,4,4,0
2023-06-18,Standard,Y2_Medium,9,15,6
2023-06-18,Standard,Y3_Low,43,45,2
2023-06-18,Superior,Y1_High,1,1,0
2023-06-18,Superior,Y3_Low,2,2,0
2023-06-19,Family,Y1_High,1,3,2
2023-06-19,Family,Y3_Low,2,2,0
2023-06-19,Other,Y1_High,2,5,3
2023-06-19,Other,Y3_Low,3,3,0
